siren,siret,nom,type,naf,libelle,commune,departement,telephone,source
260100045,26010004500012,CH DE FLEYRIAT,soins,,,,01,04 74 45 46 47,finess
260100037,26010003700068,CH BUGEY SUD,soins,,,,01,04 79 42 59 59,finess
260100284,26010028400017,CH DE TREVOUX - MONTPENSIER,soins,,,,01,04 74 10 50 00,finess
260100102,26010010200011,CH DU PAYS DE GEX,soins,,,,01,04 50 40 38 38,finess
260100136,26010013600019,CH DE MEXIMIEUX,soins,,,,01,04 74 61 01 77,finess
260100201,26010020100052,CH DE PONT DE VAUX,soins,,,,01,03 85 30 80 00,finess
200030047,20003004700076,CHI AIN VAL DE SAONE - THOISSEY,soins,,,,01,04 74 04 99 00,finess
260110192,26011019200044,CH PUBLIC HAUTEVILLE - UNITE ESPERANCE,soins,,,,01,04 74 40 82 50,finess
775544562,77554456200108,CENTRE PSYCHOTHERAPIQUE DE L'AIN,soins,,,,01,04 74 52 29 11,finess
399715556,39971555600045,MARPA DE BAGE-LA-VILLE,medico-social,,,,01,03 85 30 21 06,finess
775544083,77554408300477,ESAT LES BROSSES,medico-social,,,,01,04 74 47 04 70,finess
403119704,40311970400019,MARPA LA VALETTE,medico-social,,,,01,04 74 24 38 85,finess
341522290,34152229000012,LBM CROIX BLANCHE BOURG EN B,laboratoire,,,,01,04 74 45 26 36,finess
779904671,77990467100210,SESSAD BELLEVUE LES ESSENTIELS,medico-social,,,,01,04 72 25 91 67,finess
655520245,65552024500045,CLINIQUE LES ARBELLES,soins,,,,01,04 74 25 51 51,finess
351727177,35172717700013,LBM NOVELAB MONTREVEL EN BRESSE,laboratoire,,,,01,04 74 30 88 70,finess
490852076,49085207600010,EHPAD L'AMBARROISE AMBERIEU,medico-social,,,,01,04 74 46 11 11,finess
775688732,77568873209773,IEM LE CORYPHEE,medico-social,,,,01,04 74 24 62 54,finess
449699966,44969996600023,SAVS VIVRE EN VILLE 01 BOURG-EN BRESSE,medico-social,,,,01,04 74 22 49 67,finess
784579682,78457968201904,IME HENRI LAFAY,medico-social,,,,01,04 74 22 13 32,finess
210100319,21010031900123,RESIDENCE DALLEX ALLOMBERT,medico-social,,,,01,04 74 73 92 37,finess
315502013,31550201300107,SIAAM01 - SAFEP - SAAAIS,medico-social,,,,01,04 74 22 85 98,finess
492020037,49202003700023,ACCUEIL DE JOUR AUX LUCIOLES,medico-social,,,,01,04 74 00 85 01,finess
775672462,77567246200642,SESSAD DE L'ALBARINE,medico-social,,,,01,04 37 61 09 54,finess
779367036,77936703600042,EAM ROMANS FERRARI,medico-social,,,,01,04 74 42 23 90,finess
775646615,77564661500622,ACCUEIL DE JOUR BON REPOS BELLEY,soins,,,,01,04 79 81 05 71,finess
220100010,22010001000952,MAISON D'ENFANTS LE PETIT LOGIS,medico-social,,,,01,04 74 38 07 61,finess
801252719,80125271901116,SESSAD DELTA 01,medico-social,,,,01,04 72 07 42 00,finess
260110218,26011021800112,CH DU HAUT BUGEY - GEOVREISSET,soins,,,,01,04 74 73 10 01,finess
775693385,77569338501754,ESAT HORS LES MURS LADAPT - VIRIAT,medico-social,,,,01,04 74 47 38 86,finess
775544026,77554402600781,CHRS REG'AIN  OYONNAX-BELLEGARDE,medico-social,,,,01,04 74 49 14 75,finess
388301269,38830126900022,CHRS BIBIANE BELL - ACCUEIL GESSIEN,medico-social,,,,01,04 50 41 61 82,finess
260100011,26010001100030,SSIAD EHPAD FONTELUNE,medico-social,,,,01,04 74 46 41 96,finess
306905225,30690522500406,AURAL UNITE DIALYSE CH HAUT BUGEY,soins,,,,01,04 74 77 23 70,finess
260104518,26010451800022,FOYER ACCUEIL MEDICALISE DE ST VULBAS,medico-social,,,,01,04 74 61 53 33,finess
775647498,77564749800408,IME LA DECOUVERTE,medico-social,,,,01,04 72 26 45 79,finess
327355160,32735516000422,EHPAD LA ROSE DES VENTS,medico-social,,,,01,04 74 09 53 50,finess
393501887,39350188700078,ASSOCIATION ECLAT,medico-social,,,,01,04 50 42 28 05,finess
421111998,42111199800033,CLINIQUE AMBULATOIRE CENDANEG,soins,,,,01,04 50 42 80 25,finess
260100243,26010024300039,SSIAD EHPAD SAINT-TRIVIER-DE-COURTES,medico-social,,,,01,04 74 30 70 44,finess
775649742,77564974200290,PRADO BUGEY - FOYER LES LINIÈRES,medico-social,,,,01,04 79 87 57 25,finess
775646672,77564667200052,MAISON D'ENFANTS LES PLANETES,medico-social,,,,01,04 74 35 69 02,finess
779309194,77930919400024,SAFEP-SSEFIS,medico-social,,,,01,04 74 22 66 85,finess
452641715,45264171500027,MARPA PLAIN CHAMP,medico-social,,,,01,04 74 30 51 08,finess
500473566,50047356600015,MARPA LE VERGER,medico-social,,,,01,04 74 36 04 55,finess
775643257,77564325700063,EAM  DU COLOMBIER,medico-social,,,,01,04 79 87 60 06,finess
500359112,50035911200017,MARPA LES CHARMILLES,medico-social,,,,01,04 74 32 92 00,finess
500486469,50048646900017,MARPA LA CHENEVIERE,medico-social,,,,01,04 74 21 31 73,finess
501646194,50164619400024,RESIDENCE LA CITE DES SENIORS,medico-social,,,,01,04 74 25 08 11,finess
533343810,53334381000016,MARPA LA VERCHERE,medico-social,,,,01,09 66 98 84 68,finess
751360157,75136015700026,MARPA NOVAVILLA,medico-social,,,,01,04 74 24 70 56,finess
489606137,48960613700011,MARPA LES NARCISSES,medico-social,,,,01,04 74 38 88 27,finess
444299887,44429988700133,SSIAD HAUTEVILLE-BRENOD,medico-social,,,,01,04 37 86 18 21,finess
323946574,32394657400197,LBM BIOGROUP ALPES ST GÉNIS POUILLY,laboratoire,,,,01,04 50 20 63 30,finess
384917894,38491789400089,LBM BIOGROUP ALPES ISERE BELLEY,laboratoire,,,,01,04 79 87 28 82,finess
489928655,48992865500054,LBM NOVELAB PERONNAS,laboratoire,,,,01,04 74 42 00 42,finess
779359595,77935959500039,ACCUEIL DE JOUR LES JARDINS D'ALOIS,medico-social,,,,01,04 74 75 67 79,finess
533988382,53398838200016,ACCUEIL DE JOUR PAYS DE GEX,medico-social,,,,01,04 50 42 63 00,finess
433359387,43335938700035,LBM UNILIANS BIOGROUP TRÉVOUX,laboratoire,,,,01,04 74 00 96 90,finess
391466018,39146601800481,LBM BIOGROUP ALPES FERNEY VOLTAIRE,laboratoire,,,,01,04 50 40 57 51,finess
130011760,13001176000019,GCS IMAGERIE MEDIC DE L'AIN - ET SIEGE,soins,,,,01,09 61 21 79 83,finess
487533390,48753339000018,LBM NOVELAB OYONNAX MICHELET,laboratoire,,,,01,04 74 81 27 60,finess
433021185,43302118500106,LBM UNILIANS BIOGROUP BEYNOST,laboratoire,,,,01,04 78 06 85 27,finess
790069306,79006930600013,MAISON DE SANTE LES ALLYMES,soins,,,,01,04 74 37 30 30,finess
790082812,79008281200013,MAISON DE SANTE PONT-D'AIN,soins,,,,01,04 74 39 79 00,finess
791800204,79180020400012,MAISON DE SANTE BOURG-EN-BRESSE/LEHON,soins,,,,01,04 74 21 01 01,finess
533335881,53333588100017,MAISON DE SANTE ARTEMARE,soins,,,,01,04 79 87 10 46,finess
779309251,77930925100030,MAISON D'ENFANTS,medico-social,,,,01,04 74 52 99 10,finess
328998208,32899820800065,LBM BIOPTEAM BOURG EN B LALANDE,laboratoire,,,,01,04 74 22 04 44,finess
531980514,53198051400016,MARPA LE JARDIN DES COURTANES,medico-social,,,,01,04 74 40 94 40,finess
200050292,20005029200040,CHMS - SITE BELLEY LABO BIO MEDICALE,soins,,,,01,04 79 42 59 66,finess
524246998,52424699800024,CLINIQUE DE CHATILLON,soins,,,,01,04 50 13 20 20,finess
800776882,80077688200014,MAISON DE SANTE BAGE-LE-CHATEL,soins,,,,01,03 85 30 48 18,finess
804240380,80424038000019,MAISON DE SANTE HAUTEVILLE-LOMPNES,soins,,,,01,,finess
525347431,52534743100013,MARPA LA VEYLE,medico-social,,,,01,04 74 36 04 55,finess
809428667,80942866700012,MAISON DE SANTE TOSSIAT,soins,,,,01,04 74 55 22 56,finess
802385880,80238588000025,MAISON DE SANTE CHATILLON/CHALARONNE,soins,,,,01,04 74 24 10 70,finess
808603856,80860385600010,MAISON DE SANTE ST-MARTIN-DU-FRENE,soins,,,,01,04 74 49 10 24,finess
803772631,80377263100013,MAISON DE SANTE BOURG-EN-BRESSE/NORD,soins,,,,01,04 74 42 21 87,finess
892110610,89211061000011,MAISON DE SANTE MARBOZ,soins,,,,01,04 74 51 02 09,finess
805335031,80533503100011,MAISON DE SANTE ST-ETIENNE-DU-BOIS,soins,,,,01,04 74 30 50 30,finess
813145711,81314571100012,MAISON DE SANTE COLLONGES,soins,,,,01,,finess
809293830,80929383000018,MAISON DE SANTE LAGNIEU,soins,,,,01,04 74 40 31 63,finess
828826578,82882657800019,MAISON DE SANTE DE LA VALLIERE,soins,,,,01,04 74 47 97 02,finess
260103585,26010358500022,R.A. LES JARDINS DU CONSERVATOIRE,medico-social,,,,01,04 50 40 71 21,finess
812143717,81214371700021,MARPA LA REYSSOUZE,medico-social,,,,01,04 74 32 63 28,finess
818660748,81866074800018,MAISON DE SANTE BELLEY,soins,,,,01,,finess
828581991,82858199100019,MAISON DE SANTE BUGEY RIVES DE RHONE,soins,,,,01,,finess
441911807,44191180700010,EML SCAN HOPITAL PRIVE D'AMBERIEU,soins,,,,01,04 74 38 95 62,finess
309904068,30990406800033,EML SCAN/IRM DRS CLINIQUE CONVERT,soins,,,,01,,finess
832682538,83268253800018,MAISON DE SANTE DU VAL COTTEY,soins,,,,01,,finess
907452395,90745239500011,MAISON DE SANTE DE VERSONNEX,soins,,,,01,,finess
343278982,34327898200107,CHU TREMPLIN,medico-social,,,,01,04 74 45 11 28,finess
844803403,84480340300022,MAISON DE SANTE DE PONCIN,soins,,,,01,04 74 37 23 24,finess
839963360,83996336000012,CENTRE DE SANTE FERNEY-VOLTAIRE,soins,,,,01,04 44 89 00 17,finess
850739178,85073917800018,MAISON DE SANTE ST-DENIS-LES-BOURG,soins,,,,01,04 74 32 87 00,finess
493997985,49399798500061,EML IRM MAISON MEDICALE ST GENIS EN P.,soins,,,,01,04 50 40 51 23,finess
546120122,54612012200033,CLINIQUE DU SOUFFLE LE PONTET,soins,,,,01,,finess
888737590,88873759000016,MAISON DE SANTE COEUR DES DOMBES,soins,,,,01,04 74 98 10 00,finess
887551018,88755101800013,MAISON DE SANTE D'AMBRONAY,soins,,,,01,04 74 46 40 50,finess
130022585,13002258500017,GCS CIAQA - ET SIEGE,soins,,,,01,04 74 61 36 81,finess
890120728,89012072800013,MAISON DE SANTE DE POLLIAT,soins,,,,01,04 74 30 40 20,finess
507388460,50738846000010,SAAD LES JARDINS DE MONAL CHAZEY,soins,,,,01,04 74 46 78 49,finess
971502596,97150259600051,CENTRE DE SANTE HPEL D'OYONNAX,soins,,,,01,04 37 54 40 75,finess
901843433,90184343300011,MAISON DE SANTE DE MONTREVEL EN BRESSE,soins,,,,01,,finess
897411807,89741180700018,ACCUEIL DE JOUR LES LOGES DE CANITIE,medico-social,,,,01,,finess
898830641,89883064100012,CENTRE DE SANTE DENTAIRE CLEMENCEAU,soins,,,,01,04 74 77 02 63,finess
904644788,90464478800013,MAISON DE SANTE DE MEXIMIEUX,soins,,,,01,,finess
902880608,90288060800010,CENTRE DE SANTE DENTAIRE D'OYONNAX,soins,,,,01,,finess
902984426,90298442600012,MAISON DE SANTE DE MONTMERLE-SUR-SAONE,soins,,,,01,04 74 69 37 93,finess
130030059,13003005900013,GCS URGENCES ARA - ET SIEGE,soins,,,,01,04 74 45 41 01,finess
917512352,91751235200019,MAISON DE SANTE DE GEX,soins,,,,01,04 50 20 30 82,finess
914873633,91487363300020,CENTRE DE SANTE DE SAINT GENIS POUILLY,soins,,,,01,04 44 89 00 17,finess
919060335,91906033500016,MAISON DE SANTE DE CHALEINS,soins,,,,01,04 74 67 95 51,finess
130001324,13000132400016,MDPH DE L'AIN,medico-social,,,,01,,finess
921610531,92161053100011,MAISON DE SANTE LECLERCQ,soins,,,,01,04 74 66 27 28,finess
844690941,84469094100050,CRCDC AUVERGNE RHONE ALPES - 01,soins,,,,01,04 74 45 30 30,finess
923353023,92335302300016,CENTRE DE SANTE MEDICO-DENT VALSERHONE,soins,,,,01,,finess
923360481,92336048100017,MAISON DE SANTE DE MASSIEUX,soins,,,,01,,finess
924211329,92421132900017,MAISON DE SANTE DE MONTREAL-LA-CLUSE,soins,,,,01,,finess
267400026,26740002600485,CEGIDD DE GEX,soins,,,,01,04 50 63 63 63,finess
928840255,92884025500022,CENTRE DE SANTE TERRE VALSERHONE,soins,,,,01,04 51 26 32 37,finess
452471782,45247178200113,IEC MEDEOR,soins,,,,01,,finess
494916067,49491606700015,APSUM 01,soins,,,,01,,finess
200071751,20007175100016,CENTRE DE SANTE DE GRAND BOURG AGGLO,soins,,,,01,04 74 50 58 00,finess
988829370,98882937000010,GIE D'IMAGERIE MEDICALE DE L'AIN,soins,,,,01,,finess
539592204,53959220400017,MAISON DE SANTE DE MIONNAY,soins,,,,01,04 72 08 50 36,finess
994808699,99480869900015,CENTRE MEDICAL TERRE VALSERHONE,soins,,,,01,04 51 26 32 37,finess
942247289,94224728900013,CTRE DE SANTE DENTAIRE KERSANTE BOURG,soins,,,,01,,finess
102928009,10292800900012,MAISON DE SANTE DES RIVES DE L'AIN,soins,,,,01,04 74 36 66 97,finess
772201489,77220148900022,CLINIQUE CONVERT,soins,,,,01,04 28 63 12 34,finess
811571447,81157144700010,HOPITAL PRIVE D'AMBERIEU,soins,,,,01,04 74 38 95 95,finess
300964715,30096471500068,NEPHROCARE CH BELLEY,soins,,,,01,04 79 81 75 80,finess
441921913,44192191300204,CENTRE SSR READAPT ADOLESCENTS CHANAY,soins,,,,01,04 50 56 80 00,finess
260100029,26010002900032,EHPAD RESIDENCE D'URFE,medico-social,,,,01,03 85 30 12 85,finess
260100052,26010005200026,EHPAD RESIDENCE L'ALBIZIA A CERDON,medico-social,,,,01,04 74 39 96 62,finess
260100078,26010007800039,EHPAD FONDATION COSTAZ CHAMPAGNE,medico-social,,,,01,04 79 87 61 41,finess
260100094,26010009400010,EHPAD RESIDENCE LA JONQUILLERE,medico-social,,,,01,04 74 30 10 56,finess
260100128,26010012800016,EHPAD MAISON DE RETRAITE BON ACCUEIL,medico-social,,,,01,04 74 40 33 00,finess
260100144,26010014400013,EHPAD LES TILLEULS MONTLUEL,medico-social,,,,01,04 72 25 18 18,finess
260100250,26010025000018,EHPAD PUBLIC LES SAULAIES,medico-social,,,,01,04 74 55 80 68,finess
260100268,26010026800036,EHPAD LA MAISON A SOIE TENAY,medico-social,,,,01,04 74 36 59 00,finess
260100193,26010019300010,EHPAD LA CATHERINETTE PONT D'AIN,medico-social,,,,01,04 74 39 05 75,finess
302725254,30272525400023,EHPAD RESIDENCE ARY GEOFFRAY,medico-social,,,,01,04 74 47 70 70,finess
775672272,77567227205081,EHPAD LA VALSERINE,medico-social,,,,01,04 50 48 07 30,finess
428822852,42882285200870,EFS AURA - BOURG-EN-BRESSE,soins,,,,01,04 74 50 62 20,finess
260100417,26010041700021,RESIDENCE LA GRANGE POURET,medico-social,,,,01,04 74 30 76 94,finess
200057347,20005734700052,RESIDENCE LES MOUSSERONS,medico-social,,,,01,04 74 51 32 96,finess
260110101,26011010100029,RESIDENCE LE TRIOLET,medico-social,,,,01,04 74 50 13 67,finess
779346782,77934678200013,RESIDENCE LE CEDRE- LE COTEAU,medico-social,,,,01,04 78 55 76 20,finess
260102926,26010292600029,RESIDENCE AUTONOMIE LES ORCHIDEES,medico-social,,,,01,04 37 62 59 26,finess
260110044,26011004400021,RESIDENCE FOYER SOLEIL,medico-social,,,,01,04 74 51 03 80,finess
775761844,77576184400940,CENTRE DE SANTE OXANCE BOURG EN BRESSE,soins,,,,01,04 74 23 58 66,finess
353993439,35399343900010,ETABL THERMAL DIVONNE LES BAINS,soins,,,,01,04 50 20 05 70,finess
330674680,33067468000039,SSIAD ASDOMI BOURG-EN-BRESSE,medico-social,,,,01,04 74 22 68 87,finess
304865249,30486524900037,SERV.AIDE MENAGERE UDCSF BOURG,medico-social,,,,01,04 74 32 11 57,finess
210103016,21010301600049,RESIDENCE AUTONOMIE L'ARBEPIN,medico-social,,,,01,04 74 30 45 33,finess
260100235,26010023500027,EHPAD LE PETIT CHENE,medico-social,,,,01,04 74 37 43 00,finess
260100060,26010006000029,EHPAD DES MILLE ETANGS A CHALAMONT,soins,,,,01,04 74 61 70 14,finess
260100227,26010022700024,EHPAD LA MAISON BOUCHACOURT,medico-social,,,,01,03 85 39 09 90,finess
313822652,31382265200019,EHPAD ST JOSEPH JASSERON,medico-social,,,,01,04 74 30 01 77,finess
779311182,77931118200041,CAISSE PRIMAIRE D'ASSURANCE MALADIE,soins,,,,01,04 74 45 83 26,finess
779924133,77992413300027,CENTRE DE CONSULTATIONS AVANCE,soins,,,,01,04 74 22 82 88,finess
210102836,21010283600280,CENTRE MEDICO SPORTIF,soins,,,,01,04 74 77 60 94,finess
333575173,33357517300013,MAS LE VILLA-JOIE ST-JUST,medico-social,,,,01,04 74 50 30 80,finess
260100086,26010008600024,EHPAD PUBLIC LA MONTAGNE CHATILLON,medico-social,,,,01,04 74 55 00 44,finess
260100169,26010016900010,EHPAD MONTREVEL-EN-BRESSE-FOISSIAT,soins,,,,01,04 74 30 82 66,finess
779311489,77931148900040,CHRS ADSEA 01,medico-social,,,,01,04 74 21 02 55,finess
339710733,33971073300025,EHPAD CHATEAU DE VERNANGE,medico-social,,,,01,04 72 26 16 16,finess
260104526,26010452600017,EHPAD PLEIN SOLEIL LHUIS,medico-social,,,,01,04 74 39 85 88,finess
349210260,34921026000015,EHPAD CHATEAU DE VALENCE JUJURIEUX,medico-social,,,,01,04 74 36 89 01,finess
451354005,45135400500121,EHPAD LA PERGOLA BOURG-EN-BRESSE,medico-social,,,,01,04 74 45 38 01,finess
380469833,38046983300012,EHPAD LES CYCLAMENS CHALLEX,medico-social,,,,01,04 50 56 46 50,finess
351473251,35147325100020,AP DU BUGEY,medico-social,,,,01,04 74 36 26 31,finess
805357159,80535715900153,UNITE DE DIALYSE BOURG EN BRESSE,soins,,,,01,04 74 50 32 60,finess
383354636,38335463600029,EHPAD UTRILLO SAINT-BERNARD,medico-social,,,,01,04 74 00 17 17,finess
453432437,45343243700060,EHPAD VILLA ADELAIDE HAUTEVILLE,medico-social,,,,01,04 74 35 36 50,finess
488421504,48842150400058,EHPAD DOLCEA JARDINS MEDICIS BELLEY,medico-social,,,,01,04 79 87 30 70,finess
390533719,39053371900022,EHPAD RESIDENCE CAMILLE CORNIER,medico-social,,,,01,04 74 25 04 90,finess
779309210,77930921000036,EHPAD L'OREE DE SEILLON,medico-social,,,,01,04 74 32 88 15,finess
341174118,34117411800917,EHPAD KORIAN LES FAUVETTES,medico-social,,,,01,04 74 98 30 30,finess
390719193,39071919300083,EHPAD VILLA CHARLOTTE,medico-social,,,,01,04 74 77 42 42,finess
395142375,39514237500017,EHPAD LES PEUPLIERS BOURG-EN-BRESSE,medico-social,,,,01,04 74 23 85 00,finess
260200076,26020007600024,EHPAD CH HIRSON,medico-social,,,,02,03 23 58 82 20,finess
260208657,26020865700015,CH GUISE,soins,,,,02,03 23 51 55 55,finess
260208665,26020866500018,CH LA FÈRE,soins,,,,02,03 23 56 67 00,finess
260200092,26020009200013,CH LE NOUVION-EN-THIÉRACHE,soins,,,,02,03 23 97 56 56,finess
260200340,26020034000180,HJ SAINT QUENTIN PSY ENFANT ET ADO,soins,,,,02,03 23 60 77 00,finess
260208616,26020861600011,CH SAINT-QUENTIN,soins,,,,02,03 23 06 73 30,finess
924193568,92419356800160,IME APEI SAINT-QUENTIN HOLNON,medico-social,,,,02,03 23 09 61 49,finess
775546781,77554678100086,IME SAVART GUISE,medico-social,,,,02,03 23 60 42 33,finess
780236535,78023653500024,IME AEI TERGNIER,medico-social,,,,02,03 23 57 84 90,finess
260200100,26020010000014,CH VERVINS,soins,,,,02,03 23 91 60 60,finess
775661796,77566179600034,HOPITAL VILLIERS SAINT DENIS,soins,,,,02,03 23 70 75 22,finess
439916164,43991616400015,CLINIQUE COURLANCY SOISSONS,soins,,,,02,03 23 75 52 52,finess
717280259,71728025900028,CLINIQUE DE LA ROSERAIE,soins,,,,02,03 23 59 83 50,finess
260208715,26020871500011,CH LAON,soins,,,,02,03 23 24 33 33,finess
200030708,20003070800016,IME EPHESE LIESSE-NOTRE-DAME,medico-social,,,,02,03 23 22 36 36,finess
311975346,31197534600041,IME APEI-SOISSONS BELLEU,medico-social,,,,02,03 23 73 84 61,finess
775676265,77567626500116,IME HOVIA BLÉRANCOURT,medico-social,,,,02,03 23 39 13 13,finess
794021030,79402103000182,IME APEI-2V COYOLLES,medico-social,,,,02,03 23 96 60 89,finess
775547177,77554717700029,IME AED SISSONNE,medico-social,,,,02,03 23 80 41 51,finess
260208624,26020862400015,CH SOISSONS,soins,,,,02,03 23 75 70 70,finess
260208640,26020864000011,CH CHAUNY,soins,,,,02,03 23 38 55 00,finess
260200142,26020014200016,EHPAD CRÉCY-SUR-SERRE,medico-social,,,,02,03 23 80 80 03,finess
260200357,26020035700010,SSR JACQUES FICHEUX SAINT-GOBAIN,soins,,,,02,03 23 38 78 00,finess
260208632,26020863200018,CH CHÂTEAU-THIERRY,soins,,,,02,03 23 69 66 00,finess
388132631,38813263100028,EA CAPTEIL LIESSE-NOTRE-DAME,medico-social,,,,02,03 23 22 34 01,finess
775624711,77562471100286,UNITE DE DIALYSE DE CHAUNY,soins,,,,02,03 62 28 80 00,finess
775547144,77554714400367,SAVA 1  AJP ST QUENTIN,medico-social,,,,02,03 23 62 70 30,finess
260200241,26020024100016,EHPAD LEFÈVRE FLAVY-LE-MARTEL,medico-social,,,,02,03 23 52 51 28,finess
260200290,26020029000013,EHPAD VENDEUIL,medico-social,,,,02,03 23 07 84 04,finess
344650445,34465044500010,SAD AIDE ET SOINS ACAPA,medico-social,,,,02,03 23 80 76 35,finess
260209010,26020901000016,EHPAD BUIRONFOSSE,medico-social,,,,02,03 23 97 24 49,finess
260200175,26020017500016,EHPAD VUIDET,medico-social,,,,02,03 23 97 32 22,finess
260200225,26020022500019,EHPAD CHARLY-SUR-MARNE,medico-social,,,,02,03 23 82 00 65,finess
260200134,26020013400013,EHPAD CHEVRESIS-MONCEAU,medico-social,,,,02,03 23 80 84 56,finess
260200233,26020023300013,EHPAD LA MÈCHE D'ARGENT,medico-social,,,,02,03 64 79 10 13,finess
260200159,26020015900010,EHPAD CRÉPY,medico-social,,,,02,03 23 20 90 20,finess
260200373,26020037300025,EHPAD LA FERTÉ-MILON,medico-social,,,,02,03 23 96 71 59,finess
260208707,26020870700018,EHPAD MRDA LAON,medico-social,,,,02,03 23 27 30 00,finess
260200258,26020025800036,EHPAD LIESSE-NOTRE-DAME,medico-social,,,,02,03 23 22 20 63,finess
260200209,26020020900013,EHPAD MARLE,medico-social,,,,02,03 23 20 01 05,finess
260200266,26020026600013,EHPAD OULCHY-LE-CHÂTEAU,medico-social,,,,02,03 23 55 21 24,finess
260200282,26020028200028,EHPAD OREE DES BOIS LECLÈRE,medico-social,,,,02,03 23 52 80 26,finess
260208681,26020868100023,EHPAD SEBONCOURT,medico-social,,,,02,03 23 66 01 46,finess
260200308,26020030800013,EHPAD BOSQUET VILLERS-COTTERÊTS,medico-social,,,,02,03 23 96 15 56,finess
260208699,26020869900033,EHPAD NEUILLY-SAINT-FRONT,medico-social,,,,02,03 23 71 04 32,finess
780164471,78016447100028,CS SAINTE MARIE BOHAIN-EN-VERMANDOIS,soins,,,,02,03 23 07 11 01,finess
325611903,32561190300031,CS ASVP SAINT-QUENTIN,soins,,,,02,03 23 62 35 25,finess
308635424,30863542400028,CMPP ESPOIR GAUCHY,medico-social,,,,02,03 23 68 20 55,finess
434862512,43486251200010,GIE IRM SCANNER SOISSONS,soins,,,,02,03 23 75 71 02,finess
423786763,42378676300023,SCM CBGD SOISSONS,soins,,,,02,03 23 76 75 75,finess
480161405,48016140500018,GIE IRM LAON,soins,,,,02,,finess
444770994,44477099400010,GIE IMAGERIE MÉDICALE DU VERMANDOIS,soins,,,,02,03 23 64 50 91,finess
319391439,31939143900167,CES ANPS LAON,soins,,,,02,03 23 23 78 30,finess
220200026,22020002600270,CENTRE MATERNEL EDEF MONDREPUIS,medico-social,,,,02,03 23 58 08 15,finess
780227302,78022730200012,MECS  LA CORDEE SOISSONS,medico-social,,,,02,03 23 59 89 30,finess
775547169,77554716900141,CHRS RESIDENCE LE BOIS DU CHARRON AEP,medico-social,,,,02,03 23 23 06 81,finess
780205241,78020524100018,EHPAD SAINT-VINCENT-DE-PAUL,medico-social,,,,02,03 23 91 32 00,finess
521504969,52150496900358,EHPAD MAISON DE POMMERY,medico-social,,,,02,03 23 50 80 50,finess
775680309,77568030902567,EHPAD COALLIA CORBENY,medico-social,,,,02,03 23 22 00 22,finess
587180480,58718048000010,EHPAD CASTEL FLAVY-LE-MARTEL,medico-social,,,,02,03 23 52 51 33,finess
925198780,92519878000064,LA NOUVELLE RESIDENCE SAINT GEORGES,medico-social,,,,02,03 23 55 80 39,finess
267500049,26750004904496,EHPAD CAS-PARIS VILLERS-COTTERÊTS,medico-social,,,,02,03 23 96 50 70,finess
775684970,77568497000723,CSAPA ASSOCIATION AURORE,medico-social,,,,02,03 23 72 22 80,finess
394342174,39434217400288,CLINIQUE TEMPS DE VIE SAINT-QUENTIN,soins,,,,02,03 23 06 51 00,finess
250200227,25020022700024,SAD AIDE ET SOINS SISSAD GAUCHY,medico-social,,,,02,03 23 64 80 40,finess
775547276,77554727600268,CSI AMSAM SOISSONS,soins,,,,02,03 23 75 51 08,finess
418844775,41884477500019,SSIAD VIVRE CHEZ SOI HIRSON,medico-social,,,,02,03 23 98 68 22,finess
260203989,26020398900033,SSIAD CCAS LAON,medico-social,,,,02,03 23 26 33 43,finess
240200345,24020034500033,SSIAD SIVOM VERVINS,medico-social,,,,02,03 23 98 07 94,finess
401251566,40125156601293,EHPAD BRASLES,medico-social,,,,02,03 23 85 36 00,finess
260200019,26020001900073,SSIAD CCAS SAINT-QUENTIN,medico-social,,,,02,03 23 08 79 74,finess
260208673,26020867300020,EHPAD MSB BOHAIN-EN-VERMANDOIS,medico-social,,,,02,03 23 07 53 00,finess
240200055,24020005500020,SAD AIDE ET SOINS SIVOM LE CATELET,medico-social,,,,02,03 23 66 26 54,finess
334086949,33408694900016,SSIAD AIDES BOHAIN-EN-VERMANDOIS,medico-social,,,,02,03 23 08 95 80,finess
311483143,31148314300013,CS ALS LAON,soins,,,,02,03 23 79 15 92,finess
326021177,32602117700596,CSAPA OPPELIA HORIZON HIRSON,medico-social,,,,02,03 23 05 06 88,finess
428433668,42843366800020,VILLAGE D'ENFANTS ACTION ENFANCE,medico-social,,,,02,03 23 76 72 72,finess
408306942,40830694200017,SCM CEISC,soins,,,,02,03 23 64 50 00,finess
408299287,40829928700016,SCM IMAGERIE C Z,soins,,,,02,03 23 64 50 91,finess
313872897,31387289700159,SESSAD AAIMCCA SOISSONS,medico-social,,,,02,03 23 59 46 55,finess
341341766,34134176600028,EHPAD RESIDENCE AUGUSTA,medico-social,,,,02,03 23 55 58 33,finess
393697347,39369734700028,SELAS PHARMACIE MONFOURNY,soins,,,,02,03 23 63 21 25,finess
347680738,34768073800031,EA ARPHA,medico-social,,,,02,03 23 69 52 40,finess
318402468,31840246800041,CS CSIC FRESNOY-LE-GRAND,soins,,,,02,03 23 09 17 89,finess
326967015,32696701500016,CS RASSENFOSSE HIRSON,soins,,,,02,03 23 58 13 40,finess
348147059,34814705900029,LE TIERS TEMPS SAINT-QUENTIN,medico-social,,,,02,03 23 64 49 00,finess
413141227,41314122700012,EHPAD BELLEVUE SAIN-GOBAIN,medico-social,,,,02,03 23 52 65 65,finess
